OBJECTID,FID,AREA,PERIMETER,WOODLAND_,WOODLAND_I,NATURE_COD,Shape_Leng,Acres,Shape_Length,Shape_Area
10387,10387,43446.85213,1646.980464,9765,1445,310,1646.980457,0.9974067,0.005169352,4.28266E-07
10390,10390,105314.4234,2860.017725,10492,1583,310,2860.017718,2.417695984,0.008728074,1.03779E-06
10395,10395,20623.04607,1564.626391,9865,1237,310,1564.626361,0.473441775,0.004709074,2.03284E-07
10397,10397,29923.41572,1493.434842,9766,777,310,1493.435012,0.686950006,0.004828135,2.94964E-07
10401,10401,45033.26818,1093.624764,10595,1771,310,1093.624809,1.033825638,0.003579617,4.43753E-07
10403,10403,71.675422,63.70753766,10318,1466,310,63.70749452,0.001645439,0.000226644,7.06385E-10
10408,10408,6449636.654,30077.33456,10494,1591,310,30077.33454,148.063875,0.093900517,6.35523E-05
10423,10423,848372.1256,10676.47279,9868,1441,310,10676.47292,19.47602151,0.033400198,8.36203E-06
10440,10440,1456.631428,316.97219,10002,1239,310,316.9721404,0.033439841,0.001132458,1.43578E-08
10444,10444,395688.2285,10186.30895,9870,1739,310,10186.30899,9.083788137,0.033395624,3.90016E-06
10445,10445,23263.24679,903.1899756,10261,1755,310,903.189962,0.534052766,0.002688085,2.29268E-07
10457,10457,3184953.769,15548.94614,10601,1249,310,15548.94579,73.11677077,0.048949697,3.13831E-05
10460,10460,2026211.894,17058.04716,10148,0,0,17058.0471,46.5156109,0.055018157,1.99695E-05
10471,10471,287465.5804,5103.547048,10708,1667,310,5103.547379,6.59932837,0.016322094,2.83242E-06
10474,10474,70507.17336,3082.795759,10149,861,310,3082.795706,1.618628473,0.009571485,6.94896E-07
10475,10475,70261.76495,1417.958994,10264,1274,310,1417.959119,1.612994774,0.004826139,6.92471E-07
10481,10481,65287.96346,1630.907757,9774,1432,310,1630.907743,1.498811424,0.005297191,6.43556E-07
10482,10482,1846555.621,6673.109529,10006,1554,310,6673.109448,42.39125292,0.021428325,1.81999E-05
10484,10484,22115.72195,895.0163209,9874,1443,310,895.0162931,0.507709091,0.002606952,2.17991E-07
10492,10492,144925.9106,2131.858873,10710,1668,310,2131.858814,3.32705438,0.006787057,1.428E-06
10502,10502,233461.9711,2841.017946,10329,0,0,2841.018075,5.359570887,0.009277757,2.30076E-06
10505,10505,115841.0201,4996.899495,10606,983,310,4996.899479,2.659354318,0.015596894,1.14143E-06
10509,10509,184854.0253,3217.736336,10330,1589,310,3217.736369,4.243681553,0.009274102,1.82173E-06
10519,10519,424010.5131,5562.570248,10505,1256,310,5562.570033,9.73398085,0.017518767,4.17836E-06
10527,10527,41542.3264,2512.149531,10011,1767,310,2512.149606,0.953684496,0.008720492,4.09461E-07
10535,10535,1230199.936,7851.284753,10714,1662,310,7851.284762,28.24161807,0.023899007,1.21209E-05
10541,10541,47719.26921,1159.685099,10333,1776,310,1159.685138,1.095488099,0.003416383,4.70273E-07
10543,10543,8038.790548,408.9199733,9879,1442,310,408.9200146,0.184545997,0.001337787,7.92375E-08
10552,10552,43560.92273,1262.666803,10273,865,310,1262.666876,1.000025228,0.004163571,4.29307E-07
10555,10555,1575770.827,16468.46756,9881,0,0,16468.46796,36.17486595,0.05306723,1.55313E-05
10560,10560,215616.1596,4182.754605,10274,1543,310,4182.754804,4.949886066,0.013357589,2.12496E-06
10569,10569,81214.6568,1924.391985,10335,1597,310,1924.391959,1.864439523,0.006142012,8.00368E-07
10574,10574,97293.27134,3141.960564,10665,1651,310,3141.960518,2.23355434,0.010265254,9.58671E-07
10575,10575,37302.21666,1767.915455,10336,1781,310,1767.915375,0.856344754,0.004919026,3.67609E-07
10577,10577,153487.2825,5916.908745,9784,0,0,5916.908748,3.523597412,0.017001989,1.5129E-06
10579,10579,30125.23223,992.8535482,10511,0,0,992.8534219,0.691583122,0.002992459,2.96863E-07
10582,10582,3543369.713,20520.29052,10718,2417,310,20520.29071,81.34490127,0.062794693,3.49128E-05
10586,10586,1366115.341,12769.14768,10017,858,310,12769.14773,31.3618177,0.042182861,1.34644E-05
10587,10587,99763.64928,3520.581042,10338,1588,310,3520.581101,2.290267328,0.011499543,9.83181E-07
10597,10597,932264.607,7474.462741,10339,1255,310,7474.462956,21.40193678,0.02406051,9.18747E-06
10611,10611,27674.77379,1372.077315,10019,0,0,1372.07727,0.635327983,0.004566199,2.72769E-07
10613,10613,1490184.336,14515.26688,10163,1272,310,14515.26711,34.21006211,0.046581929,1.46866E-05
10617,10617,27344.41546,1374.471179,10164,1553,310,1374.471216,0.627744079,0.004854339,2.69503E-07
10618,10618,11946.48257,545.1994991,9787,0,0,545.1996158,0.274254593,0.001724074,1.17759E-07
10622,10622,221221.6211,4151.737375,10515,914,310,4151.737227,5.078570125,0.012309487,2.17989E-06
10639,10639,13842.32218,471.8367686,10281,1304,310,471.8368243,0.317777223,0.001537141,1.36424E-07
10641,10641,867412.9544,6790.806638,10344,1586,310,6790.806675,19.91314182,0.0203265,8.54822E-06
10657,10657,54796.73067,1051.288915,10283,1750,310,1051.288959,1.257964816,0.003351855,5.40039E-07
10658,10658,1558865.47,5806.830488,10346,1587,310,5806.830397,35.78676926,0.018604998,1.53624E-05
10660,10660,83706.59255,1808.390264,10168,1461,310,1808.390136,1.921646161,0.006279035,8.25008E-07
10669,10669,36554.00607,2212.827836,10673,1652,310,2212.827841,0.839167785,0.007320246,3.60184E-07
10671,10671,192569.8237,7241.596478,10285,1763,310,7241.596352,4.420812234,0.021123362,1.8977E-06
10679,10679,46297.12878,2565.492899,9793,779,310,2565.492892,1.062839501,0.008558018,4.56355E-07
10690,10690,24538.29143,1110.773438,10029,1601,310,1110.77352,0.563324099,0.003733283,2.41854E-07
10696,10696,25015.06744,842.4774793,9795,1428,310,842.4775763,0.574269311,0.002814932,2.46577E-07
10712,10712,51160.63891,1211.351096,10937,0,0,1211.351093,1.174491211,0.004110731,5.04057E-07
10735,10735,24848.60311,1462.018756,10406,1589,310,1462.01881,0.570447865,0.004542216,2.44878E-07
10745,10745,67889.74666,1339.49951,9902,1446,310,1339.499615,1.558540517,0.004265631,6.69174E-07
10753,10753,68.574222,122.0788967,10292,866,310,122.0787339,0.001574238,0.000437954,6.75888E-10
10758,10758,14687.89802,1056.792365,10529,1251,310,1056.792388,0.337188922,0.003342024,1.4474E-07
10759,10759,48089.29246,1793.64644,10733,1661,310,1793.646397,1.103982584,0.005493344,4.73836E-07
10762,10762,28725.6012,1214.473338,10530,1773,310,1214.473385,0.659451725,0.003996869,2.83068E-07
10764,10764,3341450.602,23268.54949,10293,1267,310,23268.5495,76.70945738,0.074862626,3.29293E-05
10775,10775,59912.38685,1589.513851,9804,1431,310,1589.513783,1.375404533,0.004794545,5.90556E-07
10780,10780,36576.93919,2887.055776,9805,1236,310,2887.055853,0.839694127,0.008542729,3.60544E-07
10788,10788,4244531.5,12783.99152,10533,0,0,12783.99154,97.44142415,0.039060903,4.18248E-05
10798,10798,222277.9946,3182.610883,10534,1584,310,3182.610894,5.10282096,0.010194789,2.19037E-06
10803,10803,51905.44854,1196.057645,9908,1455,310,1196.057615,1.191589729,0.004031761,5.11617E-07
10808,10808,31939.39189,1819.598392,10040,1761,310,1819.59836,0.733230543,0.00514413,3.14799E-07
10809,10809,512397.2989,6925.823174,10535,0,0,6925.823131,11.7630703,0.022803535,5.04912E-06
10821,10821,258113.7457,4715.55501,9810,1747,310,4715.555134,5.925499789,0.014494262,2.54419E-06
10828,10828,158343.8686,2851.308367,9911,1447,310,2851.308466,3.63508936,0.008577842,1.56073E-06
10853,10853,146027.1456,3073.999352,10693,1657,310,3073.999352,3.352335607,0.009301057,1.43883E-06
10868,10868,973295.196,7498.051274,10424,1257,310,7498.051144,22.3438727,0.022787069,9.59136E-06
10880,10880,83349.74132,2774.69355,10426,1596,310,2774.693447,1.913454372,0.008602832,8.21379E-07
10901,10901,246481.6257,2855.749418,10430,1259,310,2855.749348,5.65846235,0.009224548,2.429E-06
10905,10905,185410.1429,5898.41207,10431,1768,310,5898.412049,4.256447341,0.017090724,1.82706E-06
10906,10906,159941.9845,2216.09713,9825,6183,0,2216.097095,3.671777512,0.006951555,1.57659E-06
10919,10919,71314.3904,2889.489297,10435,1258,310,2889.489228,1.637159321,0.009281942,7.02782E-07
10924,10924,19402.80571,728.5537125,9830,1430,310,728.5537712,0.445428881,0.002253865,1.91253E-07
10928,10928,54491.7575,1334.298327,10437,1600,310,1334.298224,1.250963339,0.004151392,5.36995E-07
10929,10929,38.154538,56.9818606,9932,875,310,56.98180878,0.000875918,0.000203818,3.76088E-10
10945,10945,1855588.818,11323.49653,9936,0,0,11323.49662,42.59862771,0.036173447,1.82897E-05
10963,10963,72908.45764,1622.954619,10761,981,310,1622.954553,1.67375496,0.00523588,7.18373E-07
10980,10980,17081.3653,855.2142733,10777,993,310,855.2144392,0.392135783,0.002507018,1.68304E-07
10994,10994,39186.21959,1432.806457,10791,1658,310,1432.806458,0.899595652,0.004832667,3.86104E-07
10995,10995,67328.97395,1040.38377,10792,1644,310,1040.383825,1.545666858,0.003363178,6.63393E-07
11150,11150,5145478.424,25089.0654,11012,50,310,25089.06559,118.1244026,0.080166607,5.06913E-05
11254,11254,45536.70992,1822.738044,10950,2408,310,1822.738119,1.045383174,0.005464163,4.48643E-07
11287,11287,35602.37928,1321.112018,11038,0,0,1321.112022,0.817321374,0.004341058,3.50757E-07
11524,11524,45130.90151,1010.534176,11224,2526,310,1010.534048,1.036067037,0.00314052,4.44594E-07
11525,11525,29441.79765,1543.526614,11060,2530,310,1543.526545,0.675893294,0.004813972,2.90057E-07
11843,11843,112342.5436,2494.584597,11265,2532,310,2494.584578,2.579040546,0.008101301,1.10669E-06
